Unnamed: 0,file_path,label
23833,data/image_train_val_with_upsample_stft/23833.pt,0
12718,data/image_train_val_with_upsample_stft/12718.pt,0
24156,data/image_train_val_with_upsample_stft/24156.pt,0
23770,data/image_train_val_with_upsample_stft/23770.pt,0
2900,data/image_train_val_with_upsample_stft/2900.pt,0
6458,data/image_train_val_with_upsample_stft/6458.pt,0
6473,data/image_train_val_with_upsample_stft/6473.pt,0
23802,data/image_train_val_with_upsample_stft/23802.pt,0
24036,data/image_train_val_with_upsample_stft/24036.pt,0
3124,data/image_train_val_with_upsample_stft/3124.pt,0
20428,data/image_train_val_with_upsample_stft/20428.pt,0
7327,data/image_train_val_with_upsample_stft/7327.pt,0
24159,data/image_train_val_with_upsample_stft/24159.pt,0
24182,data/image_train_val_with_upsample_stft/24182.pt,0
2921,data/image_train_val_with_upsample_stft/2921.pt,0
23987,data/image_train_val_with_upsample_stft/23987.pt,0
24117,data/image_train_val_with_upsample_stft/24117.pt,0
2919,data/image_train_val_with_upsample_stft/2919.pt,0
17481,data/image_train_val_with_upsample_stft/17481.pt,0
13040,data/image_train_val_with_upsample_stft/13040.pt,0
13958,data/image_train_val_with_upsample_stft/13958.pt,0
23854,data/image_train_val_with_upsample_stft/23854.pt,0
9893,data/image_train_val_with_upsample_stft/9893.pt,0
24230,data/image_train_val_with_upsample_stft/24230.pt,0
24238,data/image_train_val_with_upsample_stft/24238.pt,0
20429,data/image_train_val_with_upsample_stft/20429.pt,0
5930,data/image_train_val_with_upsample_stft/5930.pt,0
24123,data/image_train_val_with_upsample_stft/24123.pt,0
12728,data/image_train_val_with_upsample_stft/12728.pt,0
24125,data/image_train_val_with_upsample_stft/24125.pt,0
13670,data/image_train_val_with_upsample_stft/13670.pt,0
12319,data/image_train_val_with_upsample_stft/12319.pt,0
24168,data/image_train_val_with_upsample_stft/24168.pt,0
15222,data/image_train_val_with_upsample_stft/15222.pt,0
7318,data/image_train_val_with_upsample_stft/7318.pt,0
15229,data/image_train_val_with_upsample_stft/15229.pt,0
24038,data/image_train_val_with_upsample_stft/24038.pt,0
20051,data/image_train_val_with_upsample_stft/20051.pt,0
24258,data/image_train_val_with_upsample_stft/24258.pt,0
23911,data/image_train_val_with_upsample_stft/23911.pt,0
24115,data/image_train_val_with_upsample_stft/24115.pt,0
24202,data/image_train_val_with_upsample_stft/24202.pt,0
23842,data/image_train_val_with_upsample_stft/23842.pt,0
7306,data/image_train_val_with_upsample_stft/7306.pt,0
23827,data/image_train_val_with_upsample_stft/23827.pt,0
24264,data/image_train_val_with_upsample_stft/24264.pt,0
24228,data/image_train_val_with_upsample_stft/24228.pt,0
13959,data/image_train_val_with_upsample_stft/13959.pt,0
3107,data/image_train_val_with_upsample_stft/3107.pt,0
13666,data/image_train_val_with_upsample_stft/13666.pt,0
24088,data/image_train_val_with_upsample_stft/24088.pt,0
15278,data/image_train_val_with_upsample_stft/15278.pt,0
24157,data/image_train_val_with_upsample_stft/24157.pt,0
23824,data/image_train_val_with_upsample_stft/23824.pt,0
24040,data/image_train_val_with_upsample_stft/24040.pt,0
24139,data/image_train_val_with_upsample_stft/24139.pt,0
3114,data/image_train_val_with_upsample_stft/3114.pt,0
24121,data/image_train_val_with_upsample_stft/24121.pt,0
24057,data/image_train_val_with_upsample_stft/24057.pt,0
23890,data/image_train_val_with_upsample_stft/23890.pt,0
8741,data/image_train_val_with_upsample_stft/8741.pt,0
24284,data/image_train_val_with_upsample_stft/24284.pt,0
13978,data/image_train_val_with_upsample_stft/13978.pt,0
5921,data/image_train_val_with_upsample_stft/5921.pt,0
23895,data/image_train_val_with_upsample_stft/23895.pt,0
23809,data/image_train_val_with_upsample_stft/23809.pt,0
24160,data/image_train_val_with_upsample_stft/24160.pt,0
24051,data/image_train_val_with_upsample_stft/24051.pt,0
24034,data/image_train_val_with_upsample_stft/24034.pt,0
15240,data/image_train_val_with_upsample_stft/15240.pt,0
24009,data/image_train_val_with_upsample_stft/24009.pt,0
9095,data/image_train_val_with_upsample_stft/9095.pt,0
24173,data/image_train_val_with_upsample_stft/24173.pt,0
5927,data/image_train_val_with_upsample_stft/5927.pt,0
12705,data/image_train_val_with_upsample_stft/12705.pt,0
23761,data/image_train_val_with_upsample_stft/23761.pt,0
7281,data/image_train_val_with_upsample_stft/7281.pt,0
24193,data/image_train_val_with_upsample_stft/24193.pt,0
7308,data/image_train_val_with_upsample_stft/7308.pt,0
21001,data/image_train_val_with_upsample_stft/21001.pt,0
24065,data/image_train_val_with_upsample_stft/24065.pt,0
20999,data/image_train_val_with_upsample_stft/20999.pt,0
2920,data/image_train_val_with_upsample_stft/2920.pt,0
5936,data/image_train_val_with_upsample_stft/5936.pt,0
12690,data/image_train_val_with_upsample_stft/12690.pt,0
23948,data/image_train_val_with_upsample_stft/23948.pt,0
3134,data/image_train_val_with_upsample_stft/3134.pt,0
13039,data/image_train_val_with_upsample_stft/13039.pt,0
7291,data/image_train_val_with_upsample_stft/7291.pt,0
2881,data/image_train_val_with_upsample_stft/2881.pt,0
13930,data/image_train_val_with_upsample_stft/13930.pt,0
23986,data/image_train_val_with_upsample_stft/23986.pt,0
24282,data/image_train_val_with_upsample_stft/24282.pt,0
24022,data/image_train_val_with_upsample_stft/24022.pt,0
7305,data/image_train_val_with_upsample_stft/7305.pt,0
22388,data/image_train_val_with_upsample_stft/22388.pt,0
13924,data/image_train_val_with_upsample_stft/13924.pt,0
24312,data/image_train_val_with_upsample_stft/24312.pt,0
24047,data/image_train_val_with_upsample_stft/24047.pt,0
24067,data/image_train_val_with_upsample_stft/24067.pt,0
15241,data/image_train_val_with_upsample_stft/15241.pt,0
7296,data/image_train_val_with_upsample_stft/7296.pt,0
23945,data/image_train_val_with_upsample_stft/23945.pt,0
23977,data/image_train_val_with_upsample_stft/23977.pt,0
24334,data/image_train_val_with_upsample_stft/24334.pt,0
24097,data/image_train_val_with_upsample_stft/24097.pt,0
23858,data/image_train_val_with_upsample_stft/23858.pt,0
12687,data/image_train_val_with_upsample_stft/12687.pt,0
3120,data/image_train_val_with_upsample_stft/3120.pt,0
24154,data/image_train_val_with_upsample_stft/24154.pt,0
24003,data/image_train_val_with_upsample_stft/24003.pt,0
7321,data/image_train_val_with_upsample_stft/7321.pt,0
3105,data/image_train_val_with_upsample_stft/3105.pt,0
13950,data/image_train_val_with_upsample_stft/13950.pt,0
24222,data/image_train_val_with_upsample_stft/24222.pt,0
3138,data/image_train_val_with_upsample_stft/3138.pt,0
14486,data/image_train_val_with_upsample_stft/14486.pt,0
2926,data/image_train_val_with_upsample_stft/2926.pt,0
20041,data/image_train_val_with_upsample_stft/20041.pt,0
20048,data/image_train_val_with_upsample_stft/20048.pt,0
24013,data/image_train_val_with_upsample_stft/24013.pt,0
23812,data/image_train_val_with_upsample_stft/23812.pt,0
24020,data/image_train_val_with_upsample_stft/24020.pt,0
8746,data/image_train_val_with_upsample_stft/8746.pt,0
24001,data/image_train_val_with_upsample_stft/24001.pt,0
24083,data/image_train_val_with_upsample_stft/24083.pt,0
23804,data/image_train_val_with_upsample_stft/23804.pt,0
13048,data/image_train_val_with_upsample_stft/13048.pt,0
3128,data/image_train_val_with_upsample_stft/3128.pt,0
2905,data/image_train_val_with_upsample_stft/2905.pt,0
24249,data/image_train_val_with_upsample_stft/24249.pt,0
23847,data/image_train_val_with_upsample_stft/23847.pt,0
14329,data/image_train_val_with_upsample_stft/14329.pt,0
9075,data/image_train_val_with_upsample_stft/9075.pt,0
24232,data/image_train_val_with_upsample_stft/24232.pt,0
23914,data/image_train_val_with_upsample_stft/23914.pt,0
24100,data/image_train_val_with_upsample_stft/24100.pt,0
13925,data/image_train_val_with_upsample_stft/13925.pt,0
24174,data/image_train_val_with_upsample_stft/24174.pt,0
8752,data/image_train_val_with_upsample_stft/8752.pt,0
3136,data/image_train_val_with_upsample_stft/3136.pt,0
12710,data/image_train_val_with_upsample_stft/12710.pt,0
5944,data/image_train_val_with_upsample_stft/5944.pt,0
24293,data/image_train_val_with_upsample_stft/24293.pt,0
13675,data/image_train_val_with_upsample_stft/13675.pt,0
23814,data/image_train_val_with_upsample_stft/23814.pt,0
23877,data/image_train_val_with_upsample_stft/23877.pt,0
14343,data/image_train_val_with_upsample_stft/14343.pt,0
23764,data/image_train_val_with_upsample_stft/23764.pt,0
24204,data/image_train_val_with_upsample_stft/24204.pt,0
15259,data/image_train_val_with_upsample_stft/15259.pt,0
24235,data/image_train_val_with_upsample_stft/24235.pt,0
23853,data/image_train_val_with_upsample_stft/23853.pt,0
14484,data/image_train_val_with_upsample_stft/14484.pt,0
2923,data/image_train_val_with_upsample_stft/2923.pt,0
24145,data/image_train_val_with_upsample_stft/24145.pt,0
24170,data/image_train_val_with_upsample_stft/24170.pt,0
10977,data/image_train_val_with_upsample_stft/10977.pt,0
14328,data/image_train_val_with_upsample_stft/14328.pt,0
6464,data/image_train_val_with_upsample_stft/6464.pt,0
24292,data/image_train_val_with_upsample_stft/24292.pt,0
24179,data/image_train_val_with_upsample_stft/24179.pt,0
15234,data/image_train_val_with_upsample_stft/15234.pt,0
12332,data/image_train_val_with_upsample_stft/12332.pt,0
24237,data/image_train_val_with_upsample_stft/24237.pt,0
15246,data/image_train_val_with_upsample_stft/15246.pt,0
24031,data/image_train_val_with_upsample_stft/24031.pt,0
5937,data/image_train_val_with_upsample_stft/5937.pt,0
15269,data/image_train_val_with_upsample_stft/15269.pt,0
14316,data/image_train_val_with_upsample_stft/14316.pt,0
24225,data/image_train_val_with_upsample_stft/24225.pt,0
20437,data/image_train_val_with_upsample_stft/20437.pt,0
24247,data/image_train_val_with_upsample_stft/24247.pt,0
12703,data/image_train_val_with_upsample_stft/12703.pt,0
12709,data/image_train_val_with_upsample_stft/12709.pt,0
13659,data/image_train_val_with_upsample_stft/13659.pt,0
24256,data/image_train_val_with_upsample_stft/24256.pt,0
13952,data/image_train_val_with_upsample_stft/13952.pt,0
2911,data/image_train_val_with_upsample_stft/2911.pt,0
15270,data/image_train_val_with_upsample_stft/15270.pt,0
24265,data/image_train_val_with_upsample_stft/24265.pt,0
24163,data/image_train_val_with_upsample_stft/24163.pt,0
7294,data/image_train_val_with_upsample_stft/7294.pt,0
23836,data/image_train_val_with_upsample_stft/23836.pt,0
6459,data/image_train_val_with_upsample_stft/6459.pt,0
2888,data/image_train_val_with_upsample_stft/2888.pt,0
24075,data/image_train_val_with_upsample_stft/24075.pt,0
5941,data/image_train_val_with_upsample_stft/5941.pt,0
9100,data/image_train_val_with_upsample_stft/9100.pt,0
2936,data/image_train_val_with_upsample_stft/2936.pt,0
12719,data/image_train_val_with_upsample_stft/12719.pt,0
24016,data/image_train_val_with_upsample_stft/24016.pt,0
9564,data/image_train_val_with_upsample_stft/9564.pt,0
9885,data/image_train_val_with_upsample_stft/9885.pt,0
15265,data/image_train_val_with_upsample_stft/15265.pt,0
3122,data/image_train_val_with_upsample_stft/3122.pt,0
3130,data/image_train_val_with_upsample_stft/3130.pt,0
24327,data/image_train_val_with_upsample_stft/24327.pt,0
23762,data/image_train_val_with_upsample_stft/23762.pt,0
24197,data/image_train_val_with_upsample_stft/24197.pt,0
24166,data/image_train_val_with_upsample_stft/24166.pt,0
13977,data/image_train_val_with_upsample_stft/13977.pt,0
15230,data/image_train_val_with_upsample_stft/15230.pt,0
23920,data/image_train_val_with_upsample_stft/23920.pt,0
15266,data/image_train_val_with_upsample_stft/15266.pt,0
3115,data/image_train_val_with_upsample_stft/3115.pt,0
12325,data/image_train_val_with_upsample_stft/12325.pt,0
23801,data/image_train_val_with_upsample_stft/23801.pt,0
23835,data/image_train_val_with_upsample_stft/23835.pt,0
5931,data/image_train_val_with_upsample_stft/5931.pt,0
3108,data/image_train_val_with_upsample_stft/3108.pt,0
7314,data/image_train_val_with_upsample_stft/7314.pt,0
24319,data/image_train_val_with_upsample_stft/24319.pt,0
23947,data/image_train_val_with_upsample_stft/23947.pt,0
14490,data/image_train_val_with_upsample_stft/14490.pt,0
23805,data/image_train_val_with_upsample_stft/23805.pt,0
10978,data/image_train_val_with_upsample_stft/10978.pt,0
24271,data/image_train_val_with_upsample_stft/24271.pt,0
5953,data/image_train_val_with_upsample_stft/5953.pt,0
12308,data/image_train_val_with_upsample_stft/12308.pt,0
9091,data/image_train_val_with_upsample_stft/9091.pt,0
8747,data/image_train_val_with_upsample_stft/8747.pt,0
23966,data/image_train_val_with_upsample_stft/23966.pt,0
14333,data/image_train_val_with_upsample_stft/14333.pt,0
2890,data/image_train_val_with_upsample_stft/2890.pt,0
1375,data/image_train_val_with_upsample_stft/1375.pt,0
23860,data/image_train_val_with_upsample_stft/23860.pt,0
23869,data/image_train_val_with_upsample_stft/23869.pt,0
8745,data/image_train_val_with_upsample_stft/8745.pt,0
17479,data/image_train_val_with_upsample_stft/17479.pt,0
9889,data/image_train_val_with_upsample_stft/9889.pt,0
17500,data/image_train_val_with_upsample_stft/17500.pt,0
24070,data/image_train_val_with_upsample_stft/24070.pt,0
9108,data/image_train_val_with_upsample_stft/9108.pt,0
14491,data/image_train_val_with_upsample_stft/14491.pt,0
9105,data/image_train_val_with_upsample_stft/9105.pt,0
23838,data/image_train_val_with_upsample_stft/23838.pt,0
23765,data/image_train_val_with_upsample_stft/23765.pt,0
20434,data/image_train_val_with_upsample_stft/20434.pt,0
13665,data/image_train_val_with_upsample_stft/13665.pt,0
10989,data/image_train_val_with_upsample_stft/10989.pt,0
12314,data/image_train_val_with_upsample_stft/12314.pt,0
17486,data/image_train_val_with_upsample_stft/17486.pt,0
20984,data/image_train_val_with_upsample_stft/20984.pt,0
2883,data/image_train_val_with_upsample_stft/2883.pt,0
20987,data/image_train_val_with_upsample_stft/20987.pt,0
23942,data/image_train_val_with_upsample_stft/23942.pt,0
24089,data/image_train_val_with_upsample_stft/24089.pt,0
23921,data/image_train_val_with_upsample_stft/23921.pt,0
7292,data/image_train_val_with_upsample_stft/7292.pt,0
24017,data/image_train_val_with_upsample_stft/24017.pt,0
24062,data/image_train_val_with_upsample_stft/24062.pt,0
24176,data/image_train_val_with_upsample_stft/24176.pt,0
24056,data/image_train_val_with_upsample_stft/24056.pt,0
3123,data/image_train_val_with_upsample_stft/3123.pt,0
15226,data/image_train_val_with_upsample_stft/15226.pt,0
24110,data/image_train_val_with_upsample_stft/24110.pt,0
13963,data/image_train_val_with_upsample_stft/13963.pt,0
15248,data/image_train_val_with_upsample_stft/15248.pt,0
7277,data/image_train_val_with_upsample_stft/7277.pt,0
